uniprot_id,ph_optimum,ec_id
Q8RQV0,6,2.4.1.387
A0A080UUN2,8.5,2.4.2.2
A0A0H3JN63,7.65,3.5.1.2; 6.3.5.13
F0NEW7,8.5,4.2.99.18
A2A1A1,7,4.2.1.78
P22985,7.6,1.17.3.2 ; 1.17.1.4
B4XEY3,8.5,3.5.1.4
Q86MW7,4.5,3.4.22.1
P77218,7.8,2.3.1.8
P97259,6.5,2.4.1.155
E1A0Z9,7,3.5.5.7 ; 3.5.5.1
C1FW08,8.5,5.1.1.12
P21437,7.5,3.1.3.11
O35244,7,2.3.1.23
B3VPB3,5.5,3.1.3.26 ; 3.1.3.8
P9WNE1,6.75,1.1.98.2
Q84EK3,8.5,3.1.1.3
Q9X274,6.6,3.2.1.73
A9UKG4,5.667,3.2.1.11
Q5ZXE1,7,4.3.1.17
A0A0G4QKE4,7.5,3.1.3.8
P9WFR5,7.75,2.4.2.45
P35030,8.5,3.4.21.4
A0A061D1S0,7.5,3.1.1.2
P9WNW1,7.5,2.7.7.101
P80904,9,1.2.7.3
Q01159,7,2.7.7.50
B6ZIV1,7.5,3.2.1.28
Q9I0K4,7.6,4.1.3.1
Q88EI9,8.15,2.7.2.4
Q58134,8.5,4.2.99.18
A0A0E3U204,4.5,3.2.1.67
D2CFQ9,7.5,2.3.1.57
Q93ZC9,7.5,2.7.1.43
D6MZJ6,7.5,3.1.4.12
Q84MD8,5.5,3.1.3.102
C7ZKN4,6,4.2.1.95
Q14TG4,7,2.2.1.6
B6E8Y7,4.75,3.2.1.171
A0A059ZV61,5.5,2.4.1.13
Q9J0W2,7,3.4.22.44
A5HKP3,6,3.5.1.24
Q97LU2,6.2,1.3.1.44
Q84G06,6.85,3.11.1.3
M9VY17,7,3.1.1.73
P77690,7.5,2.6.1.87
P00654,5,4.6.1.20
Q6IT79,7.5,3.4.21.62
Q9L9D7,9,3.1.1.84
G0S9G3,5,3.2.1.4 ; 3.2.1.8
Q1EPR5,7.4,3.5.1.117
J7G8S5,7.5,2.4.1.15
B7GPC7,5,3.2.1.96
Q8J1V6,6.5,3.2.1.8
Q86SQ9,8.5,2.5.1.87
Q06241,7.6,3.4.13.22
Q0GA81,8.7,4.3.1.24
P86876,10,3.4.21.-
Q95327,5,3.2.1.25
G5EDH7,6.8,2.3.1.87
Q2YPV0,8.5,4.2.1.11
Q8G9F9,6.25,4.2.1.103
Q8EEB1,8,2.6.1.109
Q8U1P6,6,4.1.1.11 ; 4.1.1.15 ; 4.1.1.25
Q8QZR1,7,2.6.1.5
A0A0B6XK99,8,3.4.21.62
A8NS89,7.25,3.1.3.12
O05512,6,3.2.1.78
Q9FNN1,7.5,2.7.1.40
P24215,7.5,4.2.1.8
Q9S4D5,7.75,2.1.1.101
E7FI45,6.5,6.2.1.13
Q97TX9,9.5,3.1.12.1
J9QQ32,6,3.2.1.67
A0A1L3GZ76,5.5,3.2.1.51
Q9M0B6,7.6,5.1.3.6
Q8EEB0,8,1.1.3.48
P9WP31,8,6.3.2.4
Q5PXS3,5.5,3.4.22.41
Q5DM89,7.275,6.3.1.8 ; 6.3.1.9
A5HUI5,7.4,3.4.11.7
P15650,8,1.3.8.8
A0A1P8VFW6,8,1.2.1.8 ; 1.2.1.19
Q9XGY7,6.5,1.2.1.84
P9WIC6,7,3.1.3.85
A6YSL1,7.5,3.1.26.3
C0IRI1,6,2.4.1.207
Q8W3J0,6.5,4.1.1.35
Q81PP9,7.4,3.5.1.9
Q07075,7.4,3.4.11.7
A0A0A1H7N4,6.75,2.4.1.360
Q5UNS2,7.5,3.5.3.1
Q64R94,7.25,3.2.1.127
Q7XSN8,9,5.1.1.18
Q9H015,6.75,
P07943,6.2,1.1.1.21
B1KDE7,8,2.7.1.2
Q2UN98,4.5,3.5.1.23
P15245,7.4,1.14.13.7
O42815,5,3.1.1.73
A3DJS9,6,3.2.1.136 ; 3.2.1.8
D2IH11,8.5,2.3.1.9
A0A286R7K5,8.6,2.7.3.3
P54970,8,3.5.1.-
A5U8X0,8,5.6.2.1
Q9AQQ8,7,3.5.1.44
I3WCP4,7.2,5.4.99.16
Q5SIM4,7,5.3.1.8
Q9RBF2,8.6,6.5.1.2
I6NXV7,7.5,2.3.1.-
Q6PHW0,7.6,1.21.1.1
Q8YMZ9,7.5,3.5.1.2
A9YDD9,5,3.2.1.1
Q7Z4W1,7,1.1.1.10
Q04585,7.1,2.7.1.47
O28126,8.5,2.7.7.72
P0A9J4,7.5,1.1.1.169
Q6UVM5,7.5,3.2.1.48
Q56725,8.5,
A4WMH3,5,3.2.1.216 ; 3.2.1.20
Q8BGW1,6,1.14.11.53
B5DFD5,7.4,3.4.24.7
Q6Z3Y3,8.2,4.2.1.51
Q9YGB5,5.5,4.1.1.48
B2RKP0,9.2,3.4.21.50
P93782,7.5,2.4.1.14
G4V4S8,7.6,1.1.3.46
A0A0H2XGF2,7.3,2.5.1.31
Q16739,7.45,2.4.1.80
Q97U30,8,1.2.1.9
Q41158,7.5,1.1.1.219
A0A097SRT3,7.5,4.2.3.38
Q9CQF9,7.7,1.8.3.5
Q9L9Q2,6.5,2.3.1.45
Q92WA3,7.6,5.1.3.5
F5HTD7,6.5,2.5.1.47
A0A2H4ER88,5.5,3.2.1.206
A0A6L8P2U9,8.6,1.1.1.205
Q8E372,5.5,3.2.1.180
Q9SE00,4.5,3.1.3.2
P9WIA1,2.6,3.1.3.48
C6L684,6,3.2.1.39
O80458,7.5,2.5.1.87
P09599,7.4,3.1.4.12
I6XU97,8,3.1.1.1
O43781,7.2,2.7.12.1
P10742,6,3.1.3.2
Q11130,7.5,2.4.1.-
O82521,8,2.6.1.119
O25711,6,3.6.1.-
H9CWQ0,4,3.2.1.14
P52850,7,2.8.2.8
A0A069Q255,8,3.1.13.3
P0A7E5,7.65,6.3.4.2
Q9EQQ9,6.75,3.2.1.169
Q6BZP5,7.55,4.1.3.30
H2DF87,4.5,3.2.1.26
P08397,8.2,2.5.1.61
P39890,6.25,4.2.1.154
P76251,7.6,1.1.1.83
G3XPU3,7,4.2.1.90
P50311,7.6,2.7.2.3
Q6XMT2,7.5,4.2.1.84
Q9SXS3,7.5,1.14.14.87
A8RG82,7,5.1.3.30
Q3MUH8,6,3.2.1.151
Q9H4B4,7.9,2.7.11.21
C0IRI3,6,2.4.1.207
Q8WZK8,3.2,1.11.1.19
A0A0N9LQI1,5,3.2.1.78
O07529,7.5,1.7.1.6
Q9ZAE9,7.5,4.2.3.152
Q9QWG5,7.5,3.1.3.66
Q8VQF6,7.5,1.14.14.133
Q6C2Y4,8.5,1.1.1.42
P52784,8.2,2.7.1.11
Q5AQQ0,8,3.5.1.41
Q03520,6.85,1.21.4.5
P40345,7.4,2.3.1.158
P50293,7,2.3.1.5
D2CJS7,7,6.5.1.7
M5AWY0,8,1.14.14.108
A2BLE9,5.5,4.1.2.4
B3PKK9,6,3.2.1.151
D3G6S4,7.8,2.7.7.64
P45563,7.3,2.4.2.1
Q96Y14,7.5,2.7.1.1
P39638,8,4.1.1.100
P00549,6,2.7.1.40
P22533,6,3.2.1.4; 3.2.1.78
Q8TDX6,6.5,2.4.1.174 ; 2.4.1.175
P50250,7.2,3.13.2.1
Q9L6V3,8,1.18.1.2
Q5JFZ8,7.5,1.6.3.1
P54166,8,2.4.1.315
B7VFD0,5.85,3.1.1.20
Q9AQH6,8.25,2.3.3.8
C3SBS8,8,2.1.1.122
A0A2K2BSL2,7.5,1.8.1.7
Q309F3,9,1.1.1.141
Q59757,8,4.1.1.31
A4SBK5,8.75,1.1.1.41
Q9H2R5,7.5,3.4.21.35
Q1XG01,8.3,5.1.1.1
Q94515,8.5,1.14.19.17
B9K0V9,7.5,4.1.1.9
Q0NZW6,7.4,1.3.3.4
B1A4C4,7.4,2.5.1.34
P17888,8,5.6.2.4
B4X9S4,4.5,3.1.3.8 ; 3.1.3.26
Q8RHM6,8.25,4.1.99.2
O33469,8.2,6.2.1.30
Q9MV14,7.4,3.1.1.14
A0A1B1FIW0,8,3.1.1.7
G9HTF7,7.5,2.3.1.138
Q553X7,7.9,5.1.3.2; 5.1.3.7
Q6PUF9,9,1.1.1.25
Q9BRA2,7.5,1.8.1.6
Q4H2B4,7.4,1.14.14.92
P32092,9.5,3.1.3.-; 3.6.1.52
H2IFE7,7.7,1.2.1.92
P09979,7.5,2.7.1.119
Q5LS56,7.25,1.3.1.84
Q9M4V2,7.4,2.3.1.20
P24169,7,4.1.1.17
Q9HL01,7.3,1.2.1.4
A0A1S5T4Z0,7,3.1.1.79
G1ARD5,7,3.1.31.1
A0A0F6PAZ3,6,3.2.1.28
Q1RS84,6.75,1.2.1.10 ; 1.1.1.1
Q9T0I8,7.75,3.2.2.9 ; 2.4.2.28
A9QKS0,6.5,1.11.1.24
P39461,8,4.2.1.2
O82882,6.75,3.4.24.-
P32562,7.4,2.7.11.21
Q9ZUC1,6.25,1.3.1.-
P49448,7.75,1.4.1.3
Q70FC9,6,1.1.3.4
Q9LE33,7,1.1.1.237
K7QK60,5,3.2.1.55
P73270,9.75,3.5.3.-
C0SJS3,7,1.14.14.148
P95125,8,3.1.1.-
A0A0A1DZ36,8,4.2.2.3
P50736,8,1.8.1.9
Q9R9D6,8.5,2.7.1.235
A9SNA2,6,4.2.1.92
Q9FMX3,5.5,
D3UAG0,6.75,2.4.1.-
G9MBE4,7,4.2.2.3
Q9S2A5,8.5,3.1.1.-; 3.1.1.3
Q82K30,6,3.2.1.151
P53396,8.5,2.3.3.8
Q9FYC2,7,1.14.15.17
Q82T88,9,2.7.7.27
O32224,7.5,1.6.5.-; 1.7.1.17
P38489,7.4,1.5.1.34
D4AHT5,3.5,3.2.1.37
A0A093HJH8,7.5,3.4.15.1
Q8XB60,8,1.1.1.380 ; 1.1.1.414
Q9Z6M7,3.4,4.1.1.19
B6F2H1,8,2.4.1.4
Q6ZHE5,7.5,4.4.1.15
A0A2Z5VGL1,2.3,3.2.1.96
B5L017,8.6,1.1.1.22
O33833,5.5,3.2.1.26
P06632,6.4,1.1.1.346
D1FNQ6,6,3.2.1.8
Q5UQX1,7.5,2.7.7.50
C7C435,8.5,2.3.3.16; 2.3.3.5
Q88BN6,6,2.4.1.10
A0A2L0E8U4,5,2.4.1.207
Q64176,7.4,3.1.1.1
C4LXC4,7.5,2.7.1.40
B2RK02,8,2.7.2.1
Q5EFU4,7.95,1.14.13.81
A0A3S5YA89,8,1.1.3.6
P39040,7.75,1.8.1.12
P0A8Y1,7.5,3.1.3.5
Q9SXA6,8,3.1.30.1
O08367,6,3.1.3.16
P16311,5,3.4.22.65
P9WMN3,7.625,2.7.7.23 ; 2.3.1.157
P35914,9,4.1.3.4
D6P3J1,7.8,1.6.2.4
O70177,7.4,3.1.1.1
Q9NRF8,8.1,6.3.4.2
Q8T062,7,3.4.24.11
D6PXK5,4.8,4.1.1.15
Q9KJ22,7.5,2.1.1.156
Q9C451,8,2.5.1.-
A0A0U3FQH7,7,1.1.1.37
Q3IL66,8,3.1.1.73
Q8TGI8,4,3.2.1.21
F1NJ67,5.25,
O54833,7.5,2.7.11.1
Q9ZNB6,7.2,2.7.11.1
A2TLM3,7.4,2.7.4.6
Q92876,8.5,3.4.21.104
Q8J2V8,7.75,1.1.3.10
Q9H479,7.733,2.7.1.171
P17706,7,3.1.3.48
Q84UD0,9.1,4.4.1.13
Q9L7P2,7,4.2.2.3
P00338,7.5,1.1.1.27
P54355,6.5,3.4.24.74
Q41428,6.625,1.14.18.1
C0H477,7.1,3.6.1.1
P9WG51,6.9,3.3.2.2
P24806,5.5,2.4.1.207
Q9ZSA2,7.4,2.7.11.1
P10584,10,1.1.1.37
Q6WRS9,9,1.7.1.15
Q9XZT6,8,2.7.1.145
B1NF18,8.5,1.14.19.67
Q93WU2,7.5,2.1.1.146
Q9UWR6,7.5,2.5.1.81
Q9CID5,6.3,2.4.1.216
P46275,8,3.1.3.11
D1G4K3,7,3.2.1.8
P06181,3,1.11.1.14
Q0P7I5,6.5,2.5.1.18
U5LKV8,5,3.2.1.14
Q9C9C9,8.5,2.8.2.38
O04385,7.5,2.1.1.146
Q9UHL4,5.36,3.4.14.2
Q9JHZ9,8,
B2MWN2,7.4,3.3.2.10
Q9YE81,7.5,1.1.1.42
D8L2Y2,6.5,3.2.1.8
G2QND5,6,3.1.1.73
A0A220NLA7,8.46,2.7.1.1
Q12051,7.5,2.5.1.29
Q7YS62,7.75,3.4.21.59
Q07940,7,3.2.1.4
H6WET3,7.2,3.5.2.6
Q9ZQ94,8,2.4.1.203
O14678,7.6,7.6.2.8
O74339,7.5,2.7.7.41
Q8I384,8.75,3.5.3.1
P76108,7.3,2.3.1.-
Q9YA51,7,4.2.1.182
Q9AXD8,6.5,6.3.1.2
A0A5P8YCA3,8.3,2.7.6.3
Q5LH66,7.5,5.1.3.11
Q8KRU5,7.75,3.1.4.4
Q2KJQ1,7,3.2.1.1
G4U3G8,8,5.5.1.6
B7X755,7.6,3.1.1.7
Q7SD67,7,1.1.1.307
P16460,7.8,6.3.4.5
Q8NRY8,7,1.1.5.12
P77846,6.5,2.4.1.49
I7CKJ5,7.2,1.1.1.34
P14621,5.3,3.6.1.7
A5A8G0,7,4.2.3.19
K7WCI9,8,2.5.1.87
Q86M43,7.5,7.1.3.1
E5G727,7.4,2.3.2.2
Q00645,8.5,4.2.2.2
P34439,7,1.1.1.35
F7YTI3,5,3.2.1.195 ; 3.2.1.55
O58832,7.4,2.5.1.108
O06644,7,2.8.3.16
B6UYJ2,7,2.4.1.123
A0A1B1WA13,8,3.1.1.42 ; 3.1.1.73
X5D761,4.5,3.4.22.1
Q1XH05,5.5,3.2.1.182
P59807,6.8,4.2.2.20
Q8ESQ6,6.25,3.5.1.19
Q2F5L3,3,2.1.2.1
P30184,8.5,3.4.11.1; 3.4.11.5
A0A3G9JYH7,8,1.-.-.-
Q9K499,6.5,4.2.3.37
Q01972,3.5,3.4.23.20
Q6DND9,8.7,3.8.1.5
Q9U2Z2,6.6,2.8.2.1
Q7N7D2,8,6.3.2.49
P69478,7,2.8.2.5
W8NQ72,8.4,1.1.1.331
P09391,7.5,3.4.21.105
P0A9D2,7.5,2.5.1.18
Q96VK9,5.75,3.1.3.26
P06855,8,2.7.1.78
Q6GEY3,7.5,2.7.1.50
C7FLN0,7,2.4.2.1
A0A0F6MV31,6.5,3.2.1.8
Q91XA9,2.5,3.2.1.14
Q7LST4,8,3.1.1.3
Q58605,8,2.5.1.6
I3QHK7,8,1.2.1.65
Q57Z14,7.4,3.6.1.11
O05576,8,2.7.7.9
F9UM18,7,3.1.1.73
B5APK2,9.4,2.5.1.46
Q8N6G5,6.5,2.4.1.175
M1GCP8,6,4.1.1.15
Q6L285,6.75,1.2.1.89
Q02971,8.8,1.1.1.195
A0A4Y1WAP5,7.4,1.14.11.2
Q8ZNY9,6.5,3.1.3.16
O75751,8.5,
P26093,5.5,3.1.3.2
Q88M11,7.6,3.1.3.105
P08202,8,5.3.1.4
Q9F657,7.5,3.1.3.8
P07941,7.5,3.5.1.11
P9WIJ3,7,3.5.1.88
Q9HGQ2,7.5,2.1.1.202
Q82LU9,6.5,1.3.1.86
Q47317,7,2.3.1.102
W0HJ53,5.5,3.2.1.8
Q84YI0,6.9,1.14.18.1
B3V4Z0,8,3.4.24.28
P46664,6.75,6.3.4.4
P82264,8,1.4.1.3
A0A1W6GW32,7,4.2.3.199
B1NF19,7.75,1.14.19.64 ; 1.14.19.65 ; 1.14.19.68
A0A0B4RUW2,5,3.2.1.58 ; 3.2.1.21
Q84GK1,8,3.2.1.6
Q9NWW9,8,2.3.1.-; 3.1.1.32; 3.1.1.4
Q5DRK1,7.4,3.6.1.6 ; 3.6.1.5
Q15126,7,2.7.4.2
Q9Z0Z5,7.5,
A5K8L9,8,2.1.2.1
Q8E927,7.4,2.4.2.3
A0A059WLZ7,7,1.14.15.23
P04963,2.95,1.11.1.18 ; 1.11.1.10
A5XB38,10.5,1.11.1.6
I0B0S9,3.8,3.2.1.145
Q9JKC1,8,3.1.1.8
Q9FKL8,6,2.4.1.207
Q72MQ6,8,2.7.7.65
P05375,8.1,2.1.1.17; 2.1.1.71
P29143,10.7,3.4.21.-
Q10657,8,5.3.1.1
P0C0L1,7,1.11.1.11
E7AIM3,6,2.3.1.98
P60891,8,2.7.6.1
Q9WY52,6.7,2.7.1.11
A0A0H5S3P5,8.5,2.7.2.3
P0A786,7.25,2.1.3.2
P40152,7.2,3.6.1.10
A0A2Z4MEX9,8,2.6.1.42
A3LY17,4.4,3.2.1.139 ; 3.2.1.131
Q8LSC3,6.8,4.2.3.23
Q92839,7.1,2.4.1.212
C9QNK6,7.4,1.14.99.29
B1YLR3,9,1.4.1.9
A8A8J4,7,2.7.7.7
O59828,9.25,5.1.1.1
Q72KH8,7.5,3.1.21.2
W8V7X4,8,3.2.1.83
Q38954,4,
P08680,7.75,2.3.1.37
Q1W0X8,6.5,3.2.1.147
Q8S8S2,7.2,2.3.1.121
B1YBY4,7.8,6.2.1.40
E6TUA8,7,2.6.1.42
Q2FXJ0,8.5,6.3.2.8
Q9NYA1,7.4,2.7.1.91
L0MXX3,9,2.1.1.-
P34742,4.8,3.2.1.39
M1RFK9,7.4,2.7.11.1
O95450,7.5,3.4.24.14
A0A1Q2SVY7,8,2.3.2.15
Q2FWC5,8,6.3.2.-
Q2KIG3,7.4,3.4.17.20
Q9NYY3,7.533,2.7.11.21
Q9C3Z9,6.4,3.2.1.21
C7DIA5,6,4.6.1.16
I1UMG7,8,4.1.1.39
Q9FLT2,7.5,2.7.1.151
Q8IEG9,7.5,6.3.1.20
Q42868,7,2.3.1.51
H2VFG5,7.5,2.5.1.56
E7FHY8,5,3.2.1.4
O49523,5.5,3.1.1.-
D1JGU3,7.6,3.5.4.27
D7BAR0,6.25,2.4.1.352
O09496,8.5,4.-.-.-
P26819,7.75,2.7.11.15
O32106,8.5,3.4.11.10 ; 3.4.11.1
Q00684,6.9,3.1.3.48
Q9ZPR7,4.75,
Q9V2Z6,7.5,2.7.1.-; 2.7.1.147
Q5KSN4,7,4.2.3.31
A0A068B1E8,6,3.2.1.51
P21550,7.5,4.2.1.11
Q1HGL1,7.75,5.3.4.1
Q9SLN9,6,2.4.1.207
A0A0K2SRV3,5.5,3.2.1.146
C4M0W5,5.5,3.5.1.89
Q86N96,7.85,5.4.2.12
Q6QWR1,7.75,1.1.3.10
A0A099D4T8,7.5,1.14.15.35
D0QF43,4.75,3.2.1.8
Q93LQ6,10,3.4.21.-
Q06953,8,2.6.1.102
P24298,7.4,2.6.1.2 ; 2.6.1.4
Q6JD73,7,4.2.3.-; 4.2.3.101; 4.2.3.47; 4.2.3.55; 4.2.3.81; 4.2.3.94
P28248,6.8,3.5.4.13
A1RS58,10,1.1.1.37
Q96I15,8.5,4.4.1.16
P0AEY8,6.5,
P24133,4.2,3.2.1.26
O69315,6.5,3.2.1.23
O35776,7.1,2.4.1.212
M9UYB0,9,6.3.2.30 ; 6.3.2.29
A8NBN1,8.5,1.4.3.2
A5IL00,6,3.2.1.8
Q9XCW3,7.4,2.3.1.209
Q8L831,7.9,3.4.14.4
P48499,8,5.3.1.1
F2L0W0,8,2.6.1.42
B8Y1H0,6,3.2.1.1
P9WPW9,7.8,5.1.1.1 ; 5.1.1.3
A0A1Y2HEJ3,7.5,4.6.1.2
F8RPR8,6.5,1.1.1.28
Q4V6M1,7,3.6.1.17
P52956,9,3.1.1.74
C4R4G9,9.6,1.4.3.3
A5U4N0,9,2.7.1.20
O95822,8,4.1.1.9
P10538,5.4,3.2.1.2
P53065,7.5,3.5.4.34
O01854,8,2.7.3.3
P22984,6.5,3.5.1.4
Q9P6I7,6.7,3.5.4.4 ; 3.5.4.2
Q86RB1,6.8,1.1.1.100
Q17ZY4,8,5.1.1.4
Q8L9J7,8.5,
K4CF70,6,4.2.99.-
Q6USK1,8.5,3.1.7.11
B8FP42,7.2,3.6.1.1
P49274,6.4,3.2.1.1
D5EY13,6,3.1.1.73; 3.2.1.8
Q9LCC1,6.5,3.5.1.56
P71778,7,3.1.1.-; 3.5.2.6
Q825I8,8,1.14.15.11
B0VH76,8,2.6.1.111
O00095,5.5,3.2.1.4
A3RXB7,7.5,1.1.3.29
Q820M5,5,2.4.1.13
P43503,9,1.2.1.28
P77488,7.75,2.2.1.7
C1IC99,4.8,3.1.3.2
P30850,8,3.1.13.1
Q84KL3,7.5,4.2.3.121
G4T0C7,8.25,2.7.2.1
P49326,7.4,1.14.13.8
D6QSX9,5,3.1.3.26
L0CR34,7.5,3.5.2.5
P21643,7,1.13.11.11
O35186,7,3.4.22.38
Q2KNL5,8.9,1.1.1.195
Q18014,7.5,2.4.1.221
P26572,6.5,2.4.1.101
P30749,7.2,2.8.1.12
M4LK61,6.5,3.4.23.4
B4YE15,8.25,6.3.2.2
Q9C5M0,5.75,
Q9NRB3,6.8,2.8.2.5
Q7QF91,6.25,2.4.1.214
P0A722,8,2.3.1.129
Q5ZU17,6.75,3.3.2.2
Q940S3,7.8,2.7.7.23
A0A1S5V3K5,9.5,3.4.19.13 ; 2.3.2.2
Q84LK3,10,1.2.1.8
A0A1G9FQX8,7.2,2.5.1.63
Q2KTB5,9,3.1.1.3
F2DQG9,7.5,2.7.7.64
Q1A3B0,7.45,2.3.1.297 ; 2.3.1.298
Q97XA5,6.5,1.2.1.79
P95709,8,5.1.3.14
O59925,5,3.2.1.15
Q9HH76,6,2.5.1.89
Q74FU6,5.5,1.-.-.-
Q20CL2,7.4,2.4.1.17
B0EXJ8,7.5,2.1.1.94
P07236,8.5,6.1.1.3
A1KZ88,9,1.11.1.24
P41790,7.2,2.3.1.8
B9X0I2,4.5,4.1.2.10
P37677,8.4,2.7.1.-; 2.7.1.53
Q99JR6,7.4,2.7.7.1
P27306,7.5,1.6.1.1
P84466,7.4,5.4.99.7
P51584,6.8,3.2.1.8
A0A167V6N5,7.5,2.1.1.274
Q988B9,7.5,3.1.1.27
Q9C6Z2,8,3.6.1.17
Q55629,8.5,1.4.1.5
Q0MVP2,7,3.1.1.3
A8BIC5,7.5,2.7.7.1 ; 2.7.7.18
C5H429,7.5,1.3.1.92
A0A1B1WA14,8,3.1.1.73 ; 3.1.1.42
Q97U94,5,3.2.1.22
Q5P0J8,8,1.2.7.5
P9WHU5,6,3.4.-.-
Q72I53,8,2.5.1.6
F1N9S8,7.25,2.1.1.22
P72145,10,4.2.1.115
Q82L49,8.2,4.2.3.22
Q8MJ30,7.4,1.5.1.34
Q8GQP8,7.5,2.7.7.9
A0A0H3NGZ8,7.4,7.4.2.8
Q0TPD4,7.6,1.5.1.5
A8C927,7.5,2.1.1.180
B8BQQ3,8.5,2.1.1.162
O95674,8,2.7.7.41
P50861,7.5,2.5.1.78
O24496,7.2,3.1.2.6
A9YZY0,9.5,2.3.1.178
P52848,6.5,2.8.2.8
A0A288W730,7,3.2.1.74
Q5BFG8,5.5,3.2.1.21
Q9BLD2,5,3.2.1.4
Q6SSE0,5.5,3.4.22.1
Q6L2Z7,6,5.4.99.16
P25126,8.2,6.2.1.4
M1T9X3,6.5,1.3.1.45
P38627,7.5,6.3.4.2
Q9HTE3,7.5,1.2.1.46
I6Z823,6.5,3.2.1.8
P02919,7.5,2.4.1.129
P28581,6,3.1.3.2
Q9X584,7.5,3.2.1.8
O76357,4.75,3.2.1.17
P52407,4.75,3.2.1.39
O59196,7.5,3.4.11.1
P22748,7.5,4.2.1.1
Q8IL11,8.5,3.4.11.1
P11955,7,3.2.1.14
Q938E9,6.5,3.4.11.6
Q157H4,7,1.1.3.6
D0UD39,7.2,6.1.1.11
Q8NM29,7,2.7.11.1
Q5AIA2,9,1.1.1.3
Q8GGL2,7.7,2.7.4.3
C3UWD1,10,3.5.1.13
P66032,7.5,4.1.99.12
J9Q3Y4,8,1.8.5.1
Q5B5D5,4.25,3.5.1.23
P00787,5.4,3.4.22.1
A7LXS8,6.5,3.2.1.21
B6D7P1,7.5,2.3.1.133
Q4WCM9,5,3.2.1.73
A0A024JUE5,8,3.1.3.12
Q9HKW6,7.5,3.2.2.27
Q93Z75,4.7,
P07987,5.183,3.2.1.91
Q10469,7,2.4.1.143
Q8BH82,7.7,3.1.4.54
P06189,8,5.3.1.4
Q6XGD5,9.4,2.7.7.-
B6YTG0,7,3.4.11.18
P93046,5,2.4.1.207 ; 3.2.1.151
A0A1J0AHX8,8,2.3.1.87
Q90495,7.4,3.4.21.60
Q5QJU3,9,3.5.1.23
A0A087IPJ7,8.3,2.5.1.31
D1JH91,6,1.5.98.1
P23396,8.5,4.2.99.18
Q27727,5,4.2.1.11
C6Y0D8,7.5,3.2.1.180
P14611,7.95,2.3.1.9
A0A1C9V3R6,5,4.1.2.10
O06350,7.5,3.1.1.1; 3.1.4.3
P95867,5,3.2.1.141
Q8NKS6,9,3.4.21.53
P0A1A3,8.5,5.1.1.1
A0A0H3FP92,7.5,4.1.1.18
G3FBL1,6,3.2.1.78
Q8UB77,7.75,4.2.1.41
J7HET3,4,1.15.1.1
C4LZC2,6.8,2.7.1.90
Q73Y99,8.6,3.8.1.5
C0STU2,8,6.3.2.49
A4IJM8,9,3.5.3.1
P10370,9.5,1.1.1.23
B3QYX9,7.5,1.3.7.13
P54969,7.5,3.5.1.-
Q58501,7.5,2.3.1.157; 2.7.7.23
Q4WNV0,5,3.4.23.-
P45724,8.65,4.3.1.24
H6BG92,7.5,3.6.1.1
P53627,6,3.2.1.55
Q84IF9,8,4.4.1.9 ; 2.5.1.47
P0AB83,7.5,4.2.99.18
P0AGC5,6.75,4.2.2.n1
W5FUB4,8,1.3.2.3
O33838,6.5,2.4.1.25
Q9LSV0,7.8,1.1.1.79
D3G6S3,7.25,3.2.2.27
P37666,7.5,1.1.1.215; 1.1.1.79; 1.1.1.81
V5K6J8,7,1.3.7.12
B3TPQ6,7.5,4.2.3.128
B7XEJ1,7,2.4.1.211
Q9WYP7,6.75,5.1.3.-; 5.3.1.-
C5BJ89,6,3.2.1.8
Q14AZ4,7.4,2.7.7.84
D4P095,7.6,3.1.4.53
Q6IYF2,10,1.15.1.1
Q65JC2,9,2.4.1.81
C3PTS7,7.5,2.3.1.133 ; 2.3.1.99
E4Q361,5.5,3.2.1.21; 3.2.1.23; 3.2.1.37; 3.2.1.74; 3.2.1.91
Q95JH5,7.4,1.3.1.20
Q84DC4,7.8,3.5.1.86
Q5DWP2,8.25,4.2.2.3
F6KRI7,10,5.3.1.4
P13254,8,4.4.1.11
Q6XNK6,5,5.4.99.11
Q5FWI3,6.5,3.2.1.35
Q7XIV4,5,3.2.1.22
E1APH5,6.5,3.2.1.8
Q9ZTX2,5,3.2.1.26
O88508,7.4,2.1.1.37
P25397,7.5,2.1.1.265
A0A1W6R2C1,5,3.2.1.4
Q97U35,7.5,1.1.1.26
Q47SE5,6.5,5.4.99.16
O02827,7.5,2.7.11.18
Q93YN9,7.4,2.7.1.158
A7LXT7,6.5,3.2.1.151
Q9FAB1,10,1.2.1.48
O13326,8,2.5.1.49
Q9FUW5,7.6,4.2.3.20
P84496,5,3.2.1.17
B3XZQ2,6.5,3.2.1.14
B2ZXX8,8.4,2.5.1.44
P0A7F6,7.4,4.1.1.50
A3KEZ1,8,1.4.99.6 ; 1.4.99.6 ; 1.4.5.1
Q58549,4.85,3.6.1.13
P03708,8.5,3.1.21.4; 3.6.4.-; 3.6.4.12
K9JTB0,6.9,2.3.1.15
C4M7U9,7,6.1.1.2
A8BWM5,8.8,3.1.1.31
P40051,7.5,3.4.11.9 ; 3.4.11.26
A3RF67,5.5,3.2.1.161
Q4AE87,8,1.1.1.100
A0A060IGN1,8,2.6.1.85
Q0QLB3,7.5,1.14.14.82
E7CY69,6.8,3.2.1.-
A9BEU2,7,2.4.1.268
P0A6L2,7.8,4.3.3.7
